postId,inputURL,inputVideoBitrate,codecName
3293059478,https://cdn4.sharechat.com/2916c839_1697213059090.mkv,2747849,vp9
3292377574,https://cdn4.sharechat.com/8ce7ced_1697168651160.mkv,1166227,vp9
3293835808,https://cdn4.sharechat.com/d2a89db_1697283385562.mkv,1615209,vp9
3297994039,https://cdn4.sharechat.com/2555a91e_1697564345873.mkv,3407895,vp9
3295541146,https://cdn4.sharechat.com/120bd44a_1697427697132.mkv,2787713,vp9
3296883695,https://cdn4.sharechat.com/7095801_1697535510253.mkv,1549342,vp9
3297993114,https://cdn4.sharechat.com/20d1e5c5_1697564225616.mkv,3407895,vp9
3297715806,https://cdn4.sharechat.com/2fefcd5f_1697610027816.mkv,1693801,vp9
3298014938,https://cdn4.sharechat.com/328c7f79_1697629746628.mkv,3155106,vp9
3296705505,https://cdn4.sharechat.com/2889f85d_1697523958176.mkv,3723218,vp9
3294057539,https://cdn4.sharechat.com/353e0fa0_1697298102544.mkv,1221804,vp9
3293063113,https://cdn4.sharechat.com/b070e7d_1697213283314.mkv,1385905,vp9
3293609944,https://cdn4.sharechat.com/146b8e39_1697268053210.mkv,2627110,vp9
3296250382,https://cdn4.sharechat.com/245e7dec_1697473593652.mkv,4227718,vp9
3296149840,https://cdn4.sharechat.com/4ea9dfd_1697467402084.mkv,1478153,vp9
3293141901,https://cdn4.sharechat.com/35a3f581_1697218631344.mkv,1349081,vp9
3295394106,https://cdn4.sharechat.com/3a3bcf54_1697417537994.mkv,1023428,vp9
3294589984,https://cdn4.sharechat.com/7f919bd_1697350045946.mkv,1305082,vp9
3293415821,https://cdn4.sharechat.com/1626481b_1697256173550.mkv,1782637,vp9
3296154743,https://cdn4.sharechat.com/184fd08a_1697467699792.mkv,2243700,vp9
3294679677,https://cdn4.sharechat.com/35ae3828_1697354545682.mkv,1478153,vp9
3296554355,https://cdn4.sharechat.com/1c7ee8ef_1697514328437.mkv,5197862,vp9
3298263595,https://cdn4.sharechat.com/4d16aac_1697646033608.mkv,2723032,vp9
3296489752,https://cdn4.sharechat.com/186e0b3e_1697510063317.mkv,1859547,vp9
3295212808,https://cdn4.sharechat.com/390bddf6_1697386539756.mkv,1827237,vp9
3298075655,https://cdn4.sharechat.com/1e8b316c_1697633915516.mkv,1404433,vp9
3294234983,https://cdn4.sharechat.com/3bba557_1697316385300.mkv,1504461,vp9
3294668451,https://cdn4.sharechat.com/5e663bd_1697353945256.mkv,1041675,vp9
3294234946,https://cdn4.sharechat.com/1ee4f55d_1697316370556.mkv,1182269,vp9
3292455080,https://cdn4.sharechat.com/f98c623_1697173793008.mkv,1138829,vp9
3292529011,https://cdn4.sharechat.com/21f01530_1697178380559.mkv,2640169,vp9
3293294735,https://cdn4.sharechat.com/2836fddf_1697247909234.mkv,1041729,vp9
3298148845,https://cdn4.sharechat.com/39e78526_1697638723620.mkv,2031529,vp9
3296810912,https://cdn4.sharechat.com/79188e7_1697530759702.mkv,1008781,vp9
3292421134,https://cdn4.sharechat.com/896d08b_1697171537827.mkv,2680495,vp9
3292670402,https://cdn4.sharechat.com/28ecb563_1697187763865.mkv,3726435,vp9
3293558057,https://cdn4.sharechat.com/28db6961_1697264934543.mkv,2484182,vp9
3297500216,https://cdn4.sharechat.com/38b5ccc0_1697596480889.mkv,1640810,vp9
3296825933,https://cdn4.sharechat.com/19dea2d5_1697531687541.mkv,1884121,vp9
3292440140,https://cdn4.sharechat.com/2f25b79c_1697172799440.mkv,1263003,vp9
3297489514,https://cdn4.sharechat.com/7148040_1697595748379.mkv,1166255,vp9
3295920042,https://cdn4.sharechat.com/163374e_1697452089324.mkv,1545177,vp9
3296939072,https://cdn4.sharechat.com/17d58146_1697539329193.mkv,2334513,vp9
3292665374,https://cdn4.sharechat.com/4cac199_1697187423160.mkv,3726435,vp9
3294530259,https://cdn4.sharechat.com/2fad96e0_1697347131948.mkv,2342122,vp9
3295218103,https://cdn4.sharechat.com/2ca2845c_1697386868664.mkv,1478153,vp9
3293396102,https://cdn4.sharechat.com/16afc417_1697254895440.mkv,2236956,vp9
3293196242,https://cdn4.sharechat.com/12fb081d_1697225508348.mkv,1534623,vp9
3295493107,https://cdn4.sharechat.com/19076bd0_1697424693376.mkv,4295566,vp9
3293402355,https://cdn4.sharechat.com/266846b1_1697255299305.mkv,2512449,vp9
3294200243,https://cdn4.sharechat.com/33a58d85_1697308562338.mkv,1208606,vp9
3295956275,https://cdn4.sharechat.com/18d787a2_1697454658645.qt,1500807,h264
3297065620,https://cdn4.sharechat.com/187de008_1697547960372.qt,1307457,h264
3295291022,https://cdn4.sharechat.com/865807b_1697392119473.qt,4378317,hevc
3294439951,https://cdn4.sharechat.com/3210bb0c_1697342177615.qt,3059562,hevc
3297996858,https://cdn4.sharechat.com/1d629fd5_1697628760219.qt,2052985,hevc
3296020359,https://cdn4.sharechat.com/1020b500_1697458840770.qt,5023368,hevc
3296248462,https://cdn4.sharechat.com/2a09f4cd_1697473476524.qt,5009864,hevc
3294212500,https://cdn4.sharechat.com/1314e9f7_1697310327441.qt,6427810,h264
3296233258,https://cdn4.sharechat.com/3015c692_1697472522475.qt,7748099,hevc
3297990854,https://cdn4.sharechat.com/d96be6f_1697628382861.qt,4984010,hevc
3297907821,https://cdn4.sharechat.com/1e589378_1697622545931.qt,2762584,h264
3296037943,https://cdn4.sharechat.com/c5a2c02_1697460021503.qt,1550562,h264
3297621539,https://cdn4.sharechat.com/cb93335_1697604141492_sc.qt,1602951,h264
3298395702,https://cdn4.sharechat.com/a1858cb_1697663413151.qt,2028246,hevc
3297035232,https://cdn4.sharechat.com/63aecca_1697545916610.qt,6484078,h264
3294438366,https://cdn4.sharechat.com/37fca148_1697342086034.qt,2966889,hevc
3292900236,https://cdn4.sharechat.com/2f775a0d_1697203110259.qt,1608397,h264
3296583846,https://cdn4.sharechat.com/2c32f4b4_1697516218996.qt,6398185,h264
3296971834,https://cdn4.sharechat.com/96a5ae_1697541660313.qt,3147225,h264
3292332744,https://cdn4.sharechat.com/3041c9f9_1697165624930.qt,8397768,hevc
3297581828,https://cdn4.sharechat.com/16c8a20e_1697601774058.qt,5024957,hevc
3292477098,https://cdn4.sharechat.com/3a1fba9b_1697175222223.qt,8473756,hevc
3294681691,https://cdn4.sharechat.com/6b9340c_1697354654166.qt,3884179,hevc
3295225803,https://cdn4.sharechat.com/6aefb7_1697387360454.qt,5022342,hevc
3293541155,https://cdn4.sharechat.com/1259a92e_1697263935535.qt,1506452,h264
3296970048,https://cdn4.sharechat.com/9433f52_1697541535427.qt,2996312,h264
3292724539,https://cdn4.sharechat.com/2215b0f0_1697191374018.qt,2014850,hevc
3292264639,https://cdn4.sharechat.com/1411dc5_1696959129572.qt,3027575,h264
3295189643,https://cdn4.sharechat.com/127b5aa_1697385063047.qt,5019737,hevc
3294509338,https://cdn4.sharechat.com/1c35ab5f_1697346049963.qt,3157815,h264
3294297954,https://cdn4.sharechat.com/23f0d0d1_1697332960938.qt,8730629,hevc
3297413750,https://cdn4.sharechat.com/2f6e84d6_1697589705168.qt,1674145,h264
3295395787,https://cdn4.sharechat.com/da7d0cb_1697417695285.qt,1572891,h264
3297006280,https://cdn4.sharechat.com/306217d0_1697543967822.qt,2645449,h264
3297509335,https://cdn4.sharechat.com/1667105e_1697395454387.qt,7713551,hevc
3297760545,https://cdn4.sharechat.com/187373ec_1697612818548.qt,5022954,hevc
3297178767,https://cdn4.sharechat.com/e307f3e_1697554980249.qt,2963046,hevc
3294107629,https://cdn4.sharechat.com/14a4300f_1697301265437.qt,3235908,h264
3293535690,https://cdn4.sharechat.com/275c0fce_1697263598938.qt,1929127,h264
3297909058,https://cdn4.sharechat.com/263964ef_1697622630375.qt,2473859,h264
3296988484,https://cdn4.sharechat.com/a6faa62_1697542759900.qt,5279022,h264
3295228042,https://cdn4.sharechat.com/78cb914_1697387504244.qt,4995549,hevc
3293771200,https://cdn4.sharechat.com/192ebfad_1697278801133.qt,4640242,hevc
3293084959,https://cdn4.sharechat.com/3607d62c_1697214653755.qt,3061209,h264
3297769243,https://cdn4.sharechat.com/320e4620_1697613378052.qt,5017957,hevc
3297583801,https://cdn4.sharechat.com/11ab370d_1697601904070.qt,2506771,h264
3298312196,https://cdn4.sharechat.com/6a6b36_1697649409540.qt,6546279,h264
3293402232,https://cdn4.sharechat.com/e7fabbd_1697255293536.qt,6167979,h264
3296815436,https://cdn4.sharechat.com/2a521627_1697530917595_sc.qt,2944905,h264
3295998309,https://cdn4.sharechat.com/23f238f0_1697457316688.qt,1662227,h264
3294583272,https://cdn4.sharechat.com/3a6e478a_1697349763024.qt,5005863,hevc
3296335319,https://cdn4.sharechat.com/12c9a1cd_1697480688296.qt,2973966,hevc
3297761508,https://cdn4.sharechat.com/2b92253_1697612879811.qt,5025576,hevc
3296283007,https://cdn4.sharechat.com/2d5bc3bb_1697475904122.qt,6398185,h264
3293083944,https://cdn4.sharechat.com/1c7e5699_1697214594667.qt,1607106,h264
3293859302,https://cdn4.sharechat.com/26042ea_1697285034863.qt,8397768,hevc
3296536021,https://cdn4.sharechat.com/1fdda22e_1697513158119.qt,5824723,h264
3298182879,https://cdn4.sharechat.com/12a3658_1697640860593.qt,3003524,hevc
3294579131,https://cdn4.sharechat.com/22ec2751_1697349563218.qt,4985090,hevc
3298138056,https://cdn4.sharechat.com/1811eb9a_1697638022476.qt,8089326,h264
3294054244,https://cdn4.sharechat.com/2b1a4622_1697297901182.qt,2265472,h264
3298398873,https://cdn4.sharechat.com/2d0d8892_1697665572402.qt,6295657,h264
3298024446,https://cdn4.sharechat.com/e084e79_1697630403178.qt,1915522,h264
3298399127,https://cdn4.sharechat.com/3281df7d_1697665778260.qt,6295657,h264
3297659073,https://cdn4.sharechat.com/b99430d_1697606631813.qt,2122961,hevc
3293403755,https://cdn4.sharechat.com/622d395_1697255392270.qt,8397768,hevc
3297581458,https://cdn4.sharechat.com/334f76d8_1697601749359.qt,2300629,h264
3293085507,https://cdn4.sharechat.com/248826af_1697214688869.qt,1545099,h264
3296585690,https://cdn4.sharechat.com/ada422a_1697516225686_sc.qt,2967967,h264
3295473043,https://cdn4.sharechat.com/221f3cb4_1697423367719.qt,1464547,h264
3297580630,https://cdn4.sharechat.com/2c434792_1697601696626.qt,5036839,hevc
3293472629,https://cdn4.sharechat.com/2be6e98a_1697259746898.qt,2880345,h264
3297205343,https://cdn4.sharechat.com/35c7aa29_1697556676085.qt,4564996,hevc
3293860684,https://cdn4.sharechat.com/2380beaf_1697285125350.qt,8397768,hevc
3297579925,https://cdn4.sharechat.com/18f385a6_1697601646106.qt,2433656,h264
3295296902,https://cdn4.sharechat.com/2de3ad2_1697392678743.qt,4973291,hevc
3297815102,https://cdn4.sharechat.com/2b558336_1697616267292.qt,4232744,hevc
3297914344,https://cdn4.sharechat.com/35bc6518_1697622993541.qt,2491145,h264
3294175592,https://cdn4.sharechat.com/29b579eb_1697305928910.qt,8379406,h264
3298149722,https://cdn4.sharechat.com/28d4f064_1697638779238.qt,1703706,h264
