postId,originalVideoUrl,comparedVideoUrl
3077155523,https://cdn4.sharechat.com/2c4c3bbe_1681800419600.mp4,https://cdn3.sharechat.com/contents/moj_3077155523/h264/n6l869pZ3vh7GWxKZRmyH9j3NER20WCZbVwYBG8V.mp4
3077137761,https://cdn4.sharechat.com/c2b0963_1681799551721.mp4,https://cdn3.sharechat.com/contents/moj_3077137761/per-h265/eOXRjXWZJGsYVVV4wVX3UxLODnVngNcRjx5bB3QyH8EjxW.mp4
3077149660,https://cdn3.sharechat.com/attribute_removed_new_3077149660_296239_138879_2fbb2798_168180013.mp4,https://cdn3.sharechat.com/contents/moj_3077149660/h265/jxl8xv5nkAu2j6AZDgJPsA44KKJDEliOKmgdoj80.mp4
3077143247,https://cdn4.sharechat.com/21d18af7_1681799817532.mp4,https://cdn3.sharechat.com/contents/moj_3077143247/h265/EkG7krnxNEFkKwdeW712TwQVlGXRVLUppnPDLNg.mp4
3077164058,https://cdn4.sharechat.com/2f266c6c_1681800840561.mp4,https://cdn3.sharechat.com/contents/moj_3077164058/h265/p6AO6E5rNVs83GxA5RrVHpJAPxVm2eSLLxY9KrX.mp4
3077138938,https://cdn4.sharechat.com/1c2cae04_1681799609539.mp4,https://cdn3.sharechat.com/contents/moj_3077138938/per-h265/yDQp5QL3g2cW333p43KjU8lROPB7Q9U2m6plOXB8fPnwYY.mp4
3077143993,https://cdn4.sharechat.com/1f651bdf_1681799856488.mp4,https://cdn3.sharechat.com/contents/moj_3077143993/h264/OkZ3kgE6nNTGldAQYN32H9BlxrPRgNh33pn67Y4.mp4
3077138938,https://cdn4.sharechat.com/1c2cae04_1681799609539.mp4,https://cdn3.sharechat.com/contents/moj_3077138938/per-h265/n6W4DWN1gQf5eee4QeDPs9JkxY3mXOfVGXmNBdkbHKEBZZ.mp4
3077141734,https://cdn4.sharechat.com/a936d6c_1681799743340.mp4,https://cdn3.sharechat.com/contents/moj_3077141734/h264/Akd4kJygj5T5XQEO1L6PT8pNJAE0WXC884OBx8p.mp4
3077160741,https://cdn4.sharechat.com/3540c9b3_1681800675551.mp4,https://cdn3.sharechat.com/contents/moj_3077160741/h264/lrB8rn1ZGDTBWe7V0r69smKEGBye1rFyyD02QvP.mp4
3077157742,https://cdn4.sharechat.com/38e5dd94_1681800526721.mp4,https://cdn3.sharechat.com/contents/moj_3077157742/attributed/E5dVGY4EeWCoO5wrEggjuwPE2Dxb1PHx9Njv.mp4
3077153206,https://cdn3.sharechat.com/attribute_removed_new_3077153206_523640_310304_2694cc61_168180030.mp4,https://cdn3.sharechat.com/contents/moj_3077153206/compressed/rP3JlZZWPJTpPx64ve88FmrX8w0gEvIEyQ3r.mp4
3077155752,https://cdn4.sharechat.com/138c0682_1681800431873.mp4,https://cdn3.sharechat.com/contents/moj_3077155752/attributed/Q3RAr8noe7H4OoXl3nnJhX23WeN6w5uZp7gj.mp4
3077138813,https://cdn4.sharechat.com/17aff0f1_1681799602265.mp4,https://cdn3.sharechat.com/contents/moj_3077138813/per-h265/4eA4JAEQ6mtRXXXleXWGudVw9jD30rs2Dr1ZXdAyc9DJbB0.mp4
3077139399,https://cdn4.sharechat.com/1b96810e_1681799630085.mp4,https://cdn3.sharechat.com/contents/moj_3077139399/per-h265/o6vNbvYXg7fYDDDy8D29Ul758o4RDGs83J4LYJlgSmY2Xj.mp4
3077132290,https://cdn4.sharechat.com/2b50a156_1681799299763.mp4,https://cdn3.sharechat.com/contents/moj_3077132290/per-h265/Yrwkmw2d0OSkOOO9LOxlsR70jVBwEPUO74N403NDugvwRV.mp4
3077163611,https://cdn4.sharechat.com/1f31d058_1681800818221.mp4,https://cdn3.sharechat.com/contents/moj_3077163611/h265/PkZVkgv0KoFnrewGQYmnhEKolDeAresjjLom9j6.mp4
3077132138,https://cdn4.sharechat.com/4397579_1681799261799.mp4,https://cdn3.sharechat.com/contents/moj_3077132138/per-h265/AkXbBXLo6eumbbbj3b6wI8pjKWNvbrH7KpPQZJ3JuJrZWy.mp4
3077133232,https://cdn4.sharechat.com/27fb8f87_1681799349663.mp4,https://cdn3.sharechat.com/contents/moj_3077133232/per-h265/Yrwkmw2d0OSkOOO9LOxlsR70jVBXk1sODLEVZLQ8sgbKvv.mp4
3077129754,https://cdn4.sharechat.com/186ce188_1681799150127.mp4,https://cdn3.sharechat.com/contents/moj_3077129754/per-h265/EkKdjKYy6Ou0999NO91rSvgJOLOl5khyxGmv37GKTvNV88.mp4
3077158726,https://cdn3.sharechat.com/attribute_removed_new_3077158726_780314_682136_2fdda3ef_168180057.mp4,https://cdn3.sharechat.com/contents/moj_3077158726/attributed/wPjBD3E7r4SEZvNw911KuRmBPKrgNnFLQ5wZ.mp4
3077130617,https://cdn4.sharechat.com/683adb5_1681799222464.mp4,https://cdn3.sharechat.com/contents/moj_3077130617/h264/1oObo9v4EZSZQxo15KnninWO3x85v7Cl3gREX0Kx.mp4
3077147887,https://cdn4.sharechat.com/e18a1ec_1681800050350.mp4,https://cdn3.sharechat.com/contents/moj_3077147887/h265/brp8rgwZBLTgG0ZdyNlvs1E9O2ZddvHyyDn8xlB.mp4
3077126026,https://cdn4.sharechat.com/d6d7836_1681798995057.mp4,https://cdn3.sharechat.com/contents/moj_3077126026/h264/o6KO6Lpd8Ghdnv5EpWRlHw4J3XNRZec3r8Jo1YV2.mp4
3077142635,https://cdn3.sharechat.com/attribute_removed_new_3077142635_927113_826654_1ab99c71_168179978.mp4,https://cdn3.sharechat.com/contents/moj_3077142635/h265/3dKedAQ50Du8mV0En5gXc6AvKmrXO2cZZQEBY7y.mp4
3077136263,https://cdn4.sharechat.com/385973cd_1681799481105.mp4,https://cdn3.sharechat.com/contents/moj_3077136263/h264/7kpgkZE5w9TJjv7rnxd8IkvmPAb2m8Hbb9nkyb2.mp4
